nome_fantasia,razao_social,cep,lat,long,bairro,endereco
,MARTHA REGINA DOS SANTOS COLETA 78290090404,52110432,-8.0242838,-34.9071255,ALTO JOSE DO PINHO,"RUA MONTE HOREB, 247"
,CIBELE ARAUJO DA SILVA 09113859404,52070025,-7.5617238,-34.9952357,CASA AMARELA,"BECO DA ALEGRIA, 34"
,P.R.F. RESTAURANTE LTDA,52020190,-8.0487307,-34.8946522,ESPINHEIRO,"RUA NICARAGUA, 139"
,47.349.867 SILVIA RODRIGUES DA SILVA,51030300,-8.1319949,-34.9159374,BOA VIAGEM,"RUA BARAO DE SOUZA LEAO, 1436"
,HERICASSIA PATRICIA CAMILO LEITE BARBOSA 05388096475,51170410,-8.0881122,-34.9088117,IMBIRIBEIRA,"RUA ENGENHEIRO JOSE APOLINARIO, 420"
,49.065.604 ROCHELLE MOURA DE MELO,50110060,-8.0431295,-34.8825009,SANTO AMARO,"RUA JOAQUIM RABELO, 91"
,49.356.359 ELISANDRA SOARES DA SILVA,51021280,-8.121509,-34.9001411,BOA VIAGEM,"RUA BRUNO VELOSO, 3435"
,49.711.067 GLAUCINETE DO ESPIRITO SANTO,50090590,-8.072906,-34.900443,SAO JOSE,"RUA CABO EUTROPIO - ATE 400/401, 390"
,50.121.487 JAMILSON JUNIOR DA SILVA,52041400,-8.0309367,-34.8939123,PONTO DE PARADA,"RUA BERNARDO DE VASCONCELOS, 70"
,50.657.929 FLAVIO BATISTA DA SILVA JUNIOR,52090320,-8.0133213,-34.9293999,MACAXEIRA,"AVENIDA JOSE AMERICO DE ALMEIDA, 161"
,51.157.777 VITORIA ANDREINA DO NASCIMENTO DA COSTA,52130005,-8.0100339,-34.8997711,AGUA FRIA,"AVENIDA ANIBAL BENEVOLO - DE 303 AO FIM - LADO IMPAR, 1025"
,51.415.147 THIAGO MOISES SANTOS DO MONTE,50900005,-8.088122,-34.9372885,AREIAS,"RUA JOSE NATARIO, 303 T"
,52.088.551 EMESON HENRIQUE DA SILVA,52190200,-8.0012495,-34.926729,NOVA DESCOBERTA,"RUA DAMOLANDIA, 779"
,52.878.700 TATIANE MARCELA ALVES DE SOUZA,51010290,-8.0877601,-34.8801142,PINA,"RUA ARMANDO PINA, 111"
,52.908.757 RAFAELA FERREIRA DOS SANTOS,52081515,-8.0086778,-34.9134087,ALTO JOSE BONIFACIO,"RUA ARY PETER, 98"
,ARIANO RESTAURANTE LTDA,52061350,-8.0394768,-34.9214372,POCO,"RUA JOAQUIM XAVIER DE ANDRADE, Q-I"
,53.566.681 VICTOR HUGO PAIVA DOS SANTOS,50050330,-8.0502289,-34.8924426,BOA VISTA,"RUA TABIRA, 97"
,53.856.038 MARCUS AURELIO LIRA DA CUNHA,51010020,-8.0820989,-34.8801014,BRASILIA TEIMOSA,"RUA GOLFINHO, 386"
,54.336.469 CAUA VICTOR VIEIRA DA SILVA,51330100,-8.1228042,-34.9579968,COHAB,"RUA PURILANDIA, 248"
,54.448.134 CRISTIAN BUENO GARCIA,50050235,-8.0572958,-34.8864942,BOA VISTA,"RUA BISPO CARDOSO AYRES, 72"
,54.723.859 DANUBIO CONSTANTINO DA SILVA,50750190,-8.0685778,-34.9075904,AFOGADOS,"RUA TINHORAO, 152"
,54.900.534 JOSE ARCENO LOPES JUNIOR,50680430,-8.033274,-34.9279731,IPUTINGA,"RUA ITARANA, 56"
,55.355.571 MARCELO ANDRADE SARUBA,52111000,-8.0205939,-34.8958015,AGUA FRIA,"ESTRADA VELHA DE AGUA FRIA, 1448"
,56.159.789 JAYNNE CHRISTINE ARAUJO SOUZA DE SENA CAVALCANTI,52191000,-7.9943433,-34.9260849,NOVA DESCOBERTA,"AVENIDA VEREADOR OTACILIO AZEVEDO, 1098"
,58.034.568 ANA LUCIA LEANDRO DA SILVA CESARIO,51260050,-8.136336,-34.9384488,JORDAO,"RUA SAO JOSE DO EGITO, 1200"
,58.336.445 EVANDRO XAVIER DA SILVA,50070220,-8.0618205,-34.8958795,PAISSANDU,"RUA DONA BENVINDA, 821"
,58.377.179 MARIA JULIA DE ATHAYDE BRAGA,50630250,-8.0545425,-34.9269882,CORDEIRO,"RUA GOMES TABORDA, 1723"
,58.910.281 RYCKELLME RYAN DE SOUSA MELO DIAS,50970110,-8.0344781,-34.978417,VARZEA,"RUA DOUTOR SOLANO CARNEIRO DA CUNHA, 136"
,54.573.542 RAQUEL BRAGA DO NASCIMENTO,50680100,-8.0349303,-34.9338631,IPUTINGA,"RUA DOURADOS, 16"
,60.814.347 VANESSA REBECA SILVA DA CUNHA,51350340,-8.1020793,-34.9230178,IPSEP,"RUA TURMALINA, 4"
,61.050.170 JOANILDA DA PAZ BEZERRA,51030140,-8.1340479,-34.9119996,BOA VIAGEM,"RUA WALDEMAR NERY CARNEIRO MONTEIRO, 552"
,NORBIB'S EMPREENDIMENTOS E PARTICIPACOES LTDA,52030180,-8.040017,-34.886039,TORREAO,"RUA AUGUSTO RODRIGUES, 78"
,LUCENA RESTAURANTE LTDA,51020220,-8.1153533,-34.8937042,BOA VIAGEM,"RUA MARIA CAROLINA, 68"
,JOSE PAULO CABRAL DE ARRUDA,50761050,-8.0651084,-34.9293083,SAN MARTIN,"RUA VISCONDE DE PARNAIBA, 30"
,LARA LORENA ARAUJO DANTAS - RESTAURANTE,52010140,-8.0570304,-34.8995594,DERBI,"PRAÇA DO DERBI, 237"
,11.960.035 CLAUDIA CONCEICAO DE ALMEIDA,50670000,-8.0427751,-34.9354806,IPUTINGA,"AVENIDA CAXANGA, 3275"
,TR COMERCIO DE ALIMENTOS LTDA,51011000,-8.0953457,-34.8832226,BOA VIAGEM,"AVENIDA BOA VIAGEM, 420"
,MARCIO ANTONIO DA SILVA 83209824487,51010232,-7.5617238,-34.9952357,BRASILIA TEIMOSA,"1A TRAVESSA ALAGOINHA, 56"
,ATLANTICO FAST LTDA,50110900,-8.0378889,-34.8715896,SANTO AMARO,"AVENIDA GOVERNADOR AGAMENON MAGALHAES S/N, 153"
,LAPENDA & NEGROMONTE RESTAURANTE LTDA,50050130,-8.0516005,-34.8863822,SANTO AMARO,"RUA AFONSO PENA, 387"
,27.895.352 TOMAZ JEFFERSON SANTIAGO DOS SANTOS,50640120,-8.0573174,-34.9345075,TORROES,"RUA ORIENTE, 270"
,TOULON COMERCIO VAREJISTA DE ALIMENTOS LTDA,51210010,-8.1338268,-34.916994,IBURA,"PRACA MINISTRO SALGADO FILHO, S/N"
,31.484.805 MARIA DO CARMO PEREIRA QUIRINO,51010350,-8.0898717,-34.8807747,PINA,"RUA BEM-TE-VI, 51"
,ISTEFANIA TENORIO DE OLIVEIRA 98925750406,50850030,-8.0839472,-34.9174917,AFOGADOS,"RUA CARLOS PENA FILHO, 116"
,CAROL PATRICIA ALEIXO FERREIRA 10396246427,50740330,-8.0423043,-34.9484349,VARZEA,"RUA ABATIA, 159"
,34.280.590 ANTONIO PADUA NEVES NETO,50100140,-8.0523677,-34.8824892,SANTO AMARO,"RUA COELHO LEITE, 101"
,ANTONIO ADEODATO MONT ALVERNE NETO 00736978429,50040090,-8.0568336,-34.8783162,SANTO AMARO,"RUA DA AURORA, 1019"
,MAURICEIA MARIA DA SILVA LYRA 55088872453,51230560,-8.1144143,-34.9385371,IBURA,"RUA RIO OESTE, 190"
,ALEXSANDRO PALMEIRA DO NASCIMENTO 07265094425,52041595,-7.5617238,-34.9952357,HIPODROMO,"1A TRAVESSA PADRE VILEMAIN, 168"
,ALAN JOSE PESSOA 01125781440,50680180,-8.0369916,-34.9320121,IPUTINGA,"RUA PEREIRA COUTINHO FILHO, 958"
,BRUNO CLODOALDO DE MELO SILVA 08429615423,51150640,-7.5617238,-34.9952357,BOA VIAGEM,"RUA MARIA JOSE DE MIRANDA, 28"
,ELIZABETE JOSEFA DA SILVA 88219666404,50791450,-8.0809421,-34.9688468,TOTO,"RUA JUVENCIO MARQUES DA CUNHA, 193"
,FELIPE HIDEAKI NOJIMA 64125440468,50640240,-8.0601945,-34.92781,CORDEIRO,"RUA CAPITAO ANTONIO DIAS, 66"
,MARIA JOSE DA ROCHA COELHO 89257472434,50741310,-8.04975,-34.9567996,VARZEA,"RUA BULANDY, 252"
,ERFFERSON PEREIRA DA SILVA 08776231470,50731260,-8.0414929,-34.9348343,IPUTINGA,"RUA LAGOA VERMELHA, 1481"
,JOZINETE BEZERRA DA CUNHA 83329145404,51170470,-8.089795,-34.9111457,IMBIRIBEIRA,"RUA FREDERICO LUNDGREN, 192 A"
,MARIANA LUIZE DE LIRA LOPES 07585876432,51030560,-8.1346213,-34.9104263,BOA VIAGEM,"RUA BARAO DE BEBERIBE, 210"
,PATRICIA MARIA DE OLIVEIRA 05532368490,52140180,-8.0060646,-34.9057635,DOIS UNIDOS,"RUA MAMEDE COELHO, 560 A"
,SHEYLA DE MENEZES LIMA 84801727468,50780030,-8.0957776,-34.9428698,BARRO,"RUA ANDRE DE ALBUQUERQUE, 171-B"
,45.903.023 ROBSON LEITE DA SILVA,50830260,-8.0655692,-34.9150468,PRADO,"ESTRADA DO BONGI, 58"
,LEONARDO JOSE RAMOS DA SILVA 06205976404,52030030,-8.0370464,-34.8891264,ENCRUZILHADA,"RUA JOAO EZEQUIEL, 15"
,DANIELLE CRISTINA DE OLIVEIRA SOUZA 08165879499,50710025,-8.0507422,-34.9081858,TORRE,"RUA REAL DA TORRE, 00"
,RJT ALIMENTOS LTDA,51030160,-8.1355622,-34.9135639,BOA VIAGEM,"AVENIDA VINTE DE JANEIRO, 273"
,48.646.379 MAURO NEVES DE ALBUQUERQUE,51190230,-8.116798,-34.9190696,IPSEP,"RUA DOUTOR RUY LIMA CAVALCANTI, 25"
,48.894.015 JOSIVAL CUSTODIO,51350600,-8.1034223,-34.9248413,IPSEP,"RUA ESDRAS FARIAS, 6 A"
,49.066.739 ANNE KARINA SANTIAGO DOS SANTOS,52280600,-8.0186858,-34.9116242,MORRO DA CONCEICAO,"RUA MARAIAL, 104"
,49.490.512 MIGUEL DE JESUS SANTOS,50910390,-8.0794842,-34.9400602,JARDIM SAO PAULO,"RUA DOUTOR DEVALDO BORGES, 185"
,49.862.829 DANILO PAVAO VASCONCELOS CORDEIRO,50780025,-8.0924085,-34.9375767,AREIAS,"RUA DOUTOR VILAS BOA - LADO IMPAR, 553"
,50.129.415 ROGERIA NATALIA AMARAL LOPES,50030020,-8.0643582,-34.8732607,RECIFE,"RUA TOMAZINA, 121"
,50.459.332 DONYLITIERE TENORIO DOS SANTOS,52211640,-7.5617238,-34.9952357,AGUA FRIA,"RUA QUARENTA, 353"
,50.873.556 DOUGLAS DANIEL LIMA LOPES,51240215,-8.1237984,-34.9349518,IBURA,"RUA FERNANDES BELO, 232"
,51.085.403 GILVANETE ALVES DOS SANTOS BRITO,50650410,-8.052819,-34.9387817,TORROES,"RUA MIGUEL VIEIRA FERREIRA, 114"
,51.540.315 NELICE MARIA DA SILVA,50721290,-8.0482701,-34.9338376,CORDEIRO,"RUA RIO CAPIBARIBE, 530"
,51.874.245 ALEXANDRE FERREIRA DE BARROS,51275010,-8.1066937,-34.9533494,BARRO,"RUA DOUTOR LAURENO LIMA, 105"
,52.146.684 MARIA DO SOCORRO ROCHA DE HOLLANDA CAVALCANTI,51030420,-8.1329827,-34.9031208,BOA VIAGEM,"RUA CAPITAO ZUZINHA, 22"
,52.375.916 EDVALDO JOSE DOS SANTOS,51170590,-8.0986306,-34.9138085,IMBIRIBEIRA,"RUA POETA MANUEL BANDEIRA, 123"
,52.539.928 LEANDRO JOSE DA SILVA,50711360,-8.0466128,-34.9250662,CORDEIRO,"RUA COSTA MAIA, 300"
,53.276.124 CARLOS RODRIGO DE ALMEIDA LIMA,52120295,-8.0214282,-34.8891596,AGUA FRIA,"RUA DO MACHADO, 851"
,53.486.124 MICHELLY KAMILLA SILVA HIPOLITO SANTOS,51190040,-8.1132092,-34.9180351,IPSEP,"RUA RIO AMAZONAS, 299"
,53.738.318 TONI GUTEMBERG CARNEIRO,50730285,-8.0507482,-34.9427593,ENGENHO DO MEIO,"RUA GOVERNADOR LOPO GARRO, 347"
,54.063.347 CAMILA CRISTINA DA SILVA CORDEIRO,52040020,-8.0288838,-34.8799907,CAMPO GRANDE,"RUA DOUTOR MACHADO, 701"
,54.095.735 MARIA APARECIDA GONCALVES ALBUQUERQUE,50630560,-8.0572521,-34.9232962,PRADO,"RUA MANUEL PESSOA DE LUNA FILHO, 68"
,54.682.137 MARCELA CLAUDIA MAFRA DA SILVA,50930095,-8.0926756,-34.9639323,TEJIPIO,"RUA TUTOIA, 76"
,55.655.738 MARIA TARCIANA CORDEIRO DE SOUZA,50020420,-8.0704595,-34.880719,SAO JOSE,"RUA DO FORTE, 04"
,55.991.391 AMANDA DAYANE MENDES DA SILVA NUNES,50650080,-8.0569374,-34.9393291,TORROES,"RUA CONFEDERACAO DO EQUADOR, 115"
,56.335.634 MARIA APARECIDA MARTINS DE SOUZA,50740180,-8.0405696,-34.9516264,VARZEA,"RUA ENGENHEIRO VASCONCELOS BITTENCOURT, 32"
,57.511.361 DEIZIANE FERREIRA DA SILVA,50771150,-8.0872853,-34.9217497,JIQUIA,"RUA PORTO ESTRELA, 180"
,57.987.754 ALESSANDRO JOSE DE LIMA GOMES,50710150,-8.0452514,-34.9076387,TORRE,"RUA BENJAMIN CONSTANT, 39"
,CONFRARIA ENCRUZILHADA LTDA,52041115,-8.0362809,-34.891998,ENCRUZILHADA,"RUA AMARO COUTINHO, 100"
,58.297.010 EVALDO MARTINS PROCOPIO,50770650,-8.0824492,-34.9131833,AFOGADOS,"RUA TURIACU, 289"
,58.764.798 JAIR DOS SANTOS FERREIRA,52090003,-8.01055,-34.9244201,NOVA DESCOBERTA,"RUA NOVA DESCOBERTA, 1718"
,59.407.061 CHIRLENE DA SILVA LIMA,50620700,-8.0442769,-34.9149364,TORRE,"RUA CARQUEJA, 7"
,59.664.802 ANA CAROLINA VIEIRA DE CARVALHO,52110050,-8.0289449,-34.8973014,TAMARINEIRA,"RUA CICERO DIAS DA CRUZ, 207"
,59.783.537 MAYCON DE SOUZA SANTOS,50010430,-8.0628021,-34.879338,SANTO ANTONIO,"RUA CLETO CAMPELO, 44"
,60.613.082 DIEGO ROSENILDO DOS SANTOS,51021370,-8.1268563,-34.9045437,BOA VIAGEM,"RUA DOM JOSE LOPES, 600"
,MARIA DE LOURDES ALVES DE OLIVEIRA 43311008472,52120390,-8.0214051,-34.8842128,ARRUDA,"RUA FREDERICO MACIEL, 31"
,60.942.193 KATARINE CORDEIRO DE ALBUQUERQUE,50070220,-8.0618205,-34.8958795,PAISSANDU,"RUA DONA BENVINDA, 200 A"
,REINALDO EUSEBIO DA SILVA 09710519417,51180030,-8.1052022,-34.9135506,IMBIRIBEIRA,"RUA PARIS, 527"
,40.285.194 DEIVID FERREIRA DA SILVA,50660290,-8.0591438,-34.9392898,TORROES,"RUA CANDELARIA, 280"
,MONICA GENTILE DE LIMA 02667156480,51021190,-8.1504092,-34.9093102,BOA VIAGEM,"RUA VISCONDE DE JEQUITINHONHA, 501"
,TANIA ROBERTA DO NASCIMENTO 04933655405,50740040,-8.0375473,-34.9469777,VARZEA,"RUA EMILIANO BRAGA, 290"
,DANIELLE MARIA DE FREITAS 15003048408,50800390,-8.0316384,-34.9420204,IPUTINGA,"RUA MULUNGU, 178 A"
,JESSYKA HELLAINE SANTOS CABRAL 08193075480,52120295,-8.0214282,-34.8891596,AGUA FRIA,"RUA DO MACHADO, 785"
,AMANDA RAFAELY DA SILVA 13364070423,50900110,-8.0886688,-34.9380147,BARRO,"RUA PADRE DIOGO RODRIGUES, 230"
,GLEYCILAINE TORRES PINTO DOS SANTOS 02665229471,50710395,-8.047826,-34.9110198,MADALENA,"RUA DOM MANOEL DA COSTA, 205"
,22.977.899 LENILDA MARIA DE MOURA,51010145,-8.0727143,-34.872862,BRASILIA TEIMOSA,"AVENIDA BRASILIA FORMOSA, 40"
,MIGUEL DOS SANTOS LOPES 04324510482,52041015,-8.0356441,-34.8978142,ENCRUZILHADA,"RUA DOUTOR JOSE MARIA, 741"
,MOACIR GOMES DA SILVA 93399332491,50950030,-8.0639138,-34.9879388,VARZEA,"AVENIDA PREFEITO ANTONIO PEREIRA, 72"
,FABIANA CANDIDA PIMENTEL DE BARROS 03380773409,50860200,-8.0956212,-34.9244295,AREIAS,"RUA LUIZ MENDONCA, 34"
,SRM RESTAURANTE LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
,43.130.603 TOM KLEBER GONCALVES COSTA,51240490,-8.1213547,-34.9345135,IBURA,"RUA EMILIO MONTEIRO FONSECA, 73"
,RISSIA MARIA LOPES RIBEIRO 11428083430,50970000,-8.0352042,-34.9807509,VARZEA,"RUA VALE DO SIRIJI, 92"
,NUBIA KALINE DA SILVA SOARES 07648423405,50741120,-8.0482531,-34.9589185,VARZEA,"RUA CORONEL PACHECO, 1969"
,RESTAURANTE A BOCA DA MATA LTDA,52171030,-8.015858,-34.9464781,DOIS IRMAOS,"RUA MANUEL DE MEDEIROS, 44"
,JACQUELINE MAXIMO GOMES 04265598439,52031290,-8.0388255,-34.8784259,CAMPO GRANDE,"RUA PEREIRA PASSOS, 393"
,VIVIANE CELESTINO DA SILVA 01318476437,50870070,-8.0956877,-34.9295777,AREIAS,"AVENIDA TENENTE FELIPE BANDEIRA DE MELO, 109"
,WEYDMAN CARVALHO DE MELO 10657257443,50110080,-8.0427895,-34.8821101,SANTO AMARO,"RUA CIRILO BARRETO, 41"
,ROBSON RICARDO CORREIA 11378070402,51110200,-8.088096,-34.8933956,PINA,"AVENIDA JEMIL ASFORA, 17"
,L M AMORIM RESTAURANTES LTDA,50070235,-8.061922,-34.8948335,BOA VISTA,"AVENIDA LINS PETIT, 273"
,SANDRO JOSE DOS SANTOS 04419355409,50650040,-8.0557201,-34.9384835,TORROES,"RUA ZUMBI DOS PALMARES, 740"
,JESUINO FRANKLIN ALVES LEONIDAS DA CRUZ 02281599469,50610230,-8.0563148,-34.9100774,MADALENA,"AVENIDA CAXANGA, 92"
,BARBARA RASTELLY AZEVEDO DA SILVA 01438739460,51021370,-8.1274305,-34.9094625,BOA VIAGEM,"RUA DOM JOSE LOPES, 1101"
,DALLAS RESTAURANTE LTDA,52010110,-8.0582903,-34.8988821,DERBY,"RUA BARAO DE GOIANA, 141"
,GLEYTON CAVALCANTE DE SANTANA 01356800424,51350095,-8.109044,-34.921838,IPSEP,"RUA IBIPITUBA, 16"
,VAMO D PIZZA LTDA,52011010,-8.050649,-34.9032196,GRACAS,"RUA DAS PERNAMBUCANAS, 226"
,MONICA CRISTINA DO NASCIMENTO 03185234421,51010290,-8.0877601,-34.8801142,PINA,"RUA ARMANDO PINA, 212"
,ALEXSANDRA MARIA DA SILVA - RESTAURANTE,52050020,-8.0364241,-34.9017931,JAQUEIRA,"AVENIDA CONSELHEIRO ROSA E SILVA, 1086"
,28.307.490 MARIA CICERA DA SILVA,50741010,-8.0478373,-34.9607575,VARZEA,"RUA DONA MARIA LACERDA, 158"
,CHICAMA BAR E RESTAURANTE LTDA,50090040,-8.0759857,-34.8887856,CABANGA,"AVENIDA ENGENHEIRO JOSE ESTELITA, S/N"
,REGILENE DOMINGOS DE SANTANA 71834478472,51021240,-8.1225077,-34.9001528,BOA VIAGEM,"RUA PROFESSOR VALDEMAR DE OLIVEIRA, 74"
,JOEL PAULO SANTOS 02220430405,52130470,-8.002664,-34.897725,BEBERIBE,"PRACA DA CONVENCAO, 128"
,DOWNTOWN CONSELHEIRO LTDA,52020185,-8.0406992,-34.8931154,ESPINHEIRO,"RUA CONS PORTELA, 560"
,49.328.657 KARLA NATANE FERREIRA DOS SANTOS,50050400,-8.0600234,-34.8823992,BOA VISTA,"RUA DO RIACHUELO, 189"
,49.649.202 VALCI OLIVEIRA ESTEVAM DA SILVA,51310000,-8.1338117,-34.9492397,COHAB,"RUA EXPEDICIONARIO FRANCISCO VITORIANO - ATE 237/238, 28"
,49.785.732 DANIELA CRISTINA CAMPOS DE SOUZA,50630160,-8.0536174,-34.9252501,CORDEIRO,"RUA FIRMINO DE BARROS, 244"
,49.882.279 JESSICA CARLA DE OLIVEIRA SILVA,50980427,-8.0246015,-34.9616983,CAXANGA,"AVENIDA JOAQUIM RIBEIRO - LADO PAR, 740"
,PALOMA CASTRO MELO 02136091425,52171030,-8.015858,-34.9464781,DOIS IRMAOS,"RUA MANUEL DE MEDEIROS, 300"
,G G COMEDORIA LTDA,50865030,-8.080753,-34.933607,ESTANCIA,"AVENIDA RECIFE, 5412"
,FURETTI PARNAMIRIM COMERCIO DE ALIMENTOS LTDA,52060115,-8.0318224,-34.9082533,TAMARINEIRA,"RUA ALBINO MEIRA, 58"
,21.889.935 ALBANISE DE FATIMA BORGES CARRILHO FELIX,50010030,-7.5617238,-34.9952357,SANTO ANTONIO,"RUA FREI VICENTE DO SALVADOR, 117"
,BOURNEMOUTH COMERCIO DE ALIMENTOS LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
,RRBV RESTAURANTE E PIZZARIA LTDA,51030180,-8.1444442,-34.9084586,BOA VIAGEM,"RUA MAJOR ARMANDO DE SOUZA MELLO, 293"
,51.358.128 ALFREDO DE BARROS CAMBOIM JUNIOR,52050370,-8.0388905,-34.8958303,AFLITOS,"RUA MANUEL DE CARVALHO, 310"
,52.212.593 EDILENE DE ANDRADE SILVA,51160210,-8.1188465,-34.9099201,IMBIRIBEIRA,"RUA PROFESSOR PEDRO AUGUSTO CARNEIRO LEAO, 387"
,52.375.145 LEANDRO FERREIRA DOS SANTOS,52120400,-8.0234265,-34.8812337,ARRUDA,"AVENIDA PROFESSOR JOSE DOS ANJOS, 649"
,52.774.526 KENEDY RICARDO DE FARIAS,51330440,-8.1234746,-34.9539754,COHAB,"RUA DO CAMPO, 241"
,53.139.282 KEVINN THALYSON CESAR DA SILVA,50740330,-8.0425388,-34.9473381,VARZEA,"RUA ABATIA, 35"
,LILIANE MARIA BASTOS MOURA 71209085453,50640200,-8.0590278,-34.9293086,CORDEIRO,"RUA TAMBORIL, 26"
,53.567.923 POLLYANNA MARQUES LOPES,50050400,-8.0604502,-34.8816677,BOA VISTA,"RUA DO RIACHUELO, 105"
,R L DA SILVA CAMPOS LTDA,51110131,-8.0913587,-34.8829537,PINA,"AVENIDA HERCULANO BANDEIRA, 97"
,CHRISTIANE MARIA PACIFICO FERREIRA 03061372407,50900005,-8.0886232,-34.9371873,AREIAS,"RUA JOSE NATARIO, 99"
,THIAGO DE ALMEIDA NEVES 05582003460,51030620,-8.137704,-34.9104432,BOA VIAGEM,"RUA CRUZEIRO DO FORTE, 818"
,54.194.040 ANGELA MARIA DA SILVA,50740320,-8.0420301,-34.9479374,VARZEA,"RUA PADRE CHAMPAGNAT, 586"
,CICERA MARIA DA SILVA 70620490420,50940790,-8.0848327,-34.9555062,CURADO,"AVENIDA LIBERDADE, 1004"
,TERRACO CAPIBARIBE RESTAURANTE LTDA,52061210,-8.0363051,-34.9257648,POCO,"RUA ANTONIO VITRUVIO, 113"
,35.797.381 DAVID FERNANDO CAMACHO MORENO,51021100,-8.124304,-34.9052112,BOA VIAGEM,"RUA TENENTE DOMINGOS DE BRITO, 42 R"
,M.C. RAMOS DE OLIVEIRA,52040350,-8.0310567,-34.8787835,CAMPO GRANDE,"RUA BIANOR DE OLIVEIRA, 95"
,47.502.310 JEANNE MELLO DA SILVA,50100350,-8.045898,-34.8830104,SANTO AMARO,"RUA VICENTE FERREIRA DOS GUIMARAES PEIXOTO, 135"
,47.523.825 CARLOS ALBERTO MARTINS DE LUNA,52110535,-8.0225518,-34.9057262,ALTO JOSE DO PINHO,"RUA SEVERINO BERNARDINO PEREIRA, 194"
,LUCAS DANIEL A. RAMOS,50070565,-8.0672792,-34.8934505,COELHOS,"RUA FRANCISCO ALVES, 212"
,58.406.390 PAULO HENRIQUE DA SILVA FERREIRA,51250350,-8.1339735,-34.9370414,JORDAO,"RUA DOUTOR ALVARO FERRAZ, 159"
,49.079.690 JOSE ALBERTO DOS SANTOS JUNIOR,50660420,-7.5617238,-34.9952357,TORROES,"RUA LUIZ DA CAMARA CASCUDO - DE 835/836 AO FIM, 1315"
,48.017.718 LOREENA YEDA MORAIS MARANHAO,50050180,-8.0450891,-34.8900548,BOA VISTA,"AVENIDA JOAO DE BARROS, 357"
,AMARO ALIMENTOS LTDA,50030220,-8.0611691,-34.8719835,RECIFE,"RUA DO APOLO, 182"
,33.575.757 CLENIA MARIA DA SILVA CHAVES,51021020,-8.1299914,-34.9012547,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 4880"
,54.921.459 EDILEIDE NASCIMENTO DA SILVA,51220010,-8.1099136,-34.9357186,IBURA,"RUA RIO UNA, 227"
,LAM RESTAURANTE LTDA,50070235,-8.0620127,-34.8948871,BOA VISTA,"AVENIDA LINS PETIT, 159"
,53.695.075 DARLEN MILENA DE OLIVEIRA SANTOS,50060002,-8.0562884,-34.8938039,BOA VISTA,"AVENIDA CONDE DA BOA VISTA, 624"
,MANUEL JOSE ALVES,52041180,-8.0371114,-34.8913974,ENCRUZILHADA," LARG ENCRUZILHADA, S N"
,45.874.329 RONNY WANDERLEY DE ALMEIDA,52121070,-8.0158762,-34.8837682,CAMPINA DO BARRETO,"RUA DAS MOCAS, 502"
,55.709.959 RAYANE VITORIA DE OLIVEIRA HONORIO,50940230,-8.0826339,-34.9669764,TOTO,"RUA LEAO XIII, 112"
,PAULO HENRIQUE DE LIMA BRANDAO 10127238441,52031080,-8.0367629,-34.8802009,CAMPO GRANDE,"RUA ODORICO MENDES, 524"
,55.866.604 ARNOLDO ANTONIO LOPEZ CASTILLO,51010220,-8.0889011,-34.8809386,BRASILIA TEIMOSA,"RUA BRAZOPOLIS, 62"
,SEVERINA MARIA DE ALMEIDA 10313011435,50100260,-8.0448026,-34.8823712,SANTO AMARO,"RUA FREI CASSIMIRO, 624"
,MARALCO COMERCIO DE ALIMENTOS LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
,EXITO ALIMENTOS LTDA,50010480,-8.064471,-34.881357,SANTO ANTONIO,"PRACA JOAQUIM NABUCO, 147"
,ERLAINE ISABEL DOS SANTOS 08032155414,50090000,-8.0747845,-34.8905625,SAO JOSE,"RUA IMPERIAL, 1019"
,57.418.452 JOSE ALESSANDRO SOARES DA SILVA,50760145,-8.0703359,-34.9261871,SAN MARTIN,"RUA BARRA DO JARDIM, 45"
,HELY JOSE DA FONSECA SANTOS 12923360486,50770610,-8.0837377,-34.917007,AFOGADOS,"RUA LAVINIA, 485"
,57.738.963 LEANDRA DOS SANTOS SILVA DE LIMA,50771150,-8.0838532,-34.9218718,JIQUIA,"RUA PORTO ESTRELA, 25"
,28.147.222 LUIZ TIAGO DA SILVA,51260350,-8.1331431,-34.9459487,JORDAO,"RUA PETROLANDIA, 21"
,ALDECY DO NASCIMENTO 66744482491,50010010,-8.0628618,-34.8789949,SANTO ANTONIO,"RUA SIQUEIRA CAMPOS, 279"
,FERGOM LANCHONETE LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
,49.372.233 VANDELUCIA MARIA DE OLIVEIRA,50110066,-8.0421064,-34.8779171,SANTO AMARO,"RUA ANTONIO ALCANTARA MACHADO, 12"
,49.444.290 VALDOMIRO AMARO DE LIMA,50030360,-8.0618779,-34.871293,RECIFE,"PRACA ARSENAL DA MARINHA, 35"
,FAST RESTAURANTES LTDA. SCP,51020020,-8.110727,-34.8915039,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR - DE 2257/2258 A 3005/3006, 2338"
